CrashName,PartyType,Age,Sobriety,AgeGroup,Sobriety_Code,PartyType_Code
CR-0000094871,Car,0,Impairment Not Known,<18,2,3
CR-0000094871,Car,52,Impairment Not Known,46-60,2,3
CR-0000094865,Car,45,Impairment Not Known,31-45,2,3
CR-0000094869,Car,46,Impairment Not Known,46-60,2,3
CR-0000094860,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000094872,Car,14,Impairment Not Known,<18,2,3
CR-0000094859,Car,0,Impairment Not Known,<18,2,3
CR-0000094864,Car,52,Not Applicable,46-60,0,3
CR-0000094859,Car,33,Impairment Not Known,31-45,2,3
CR-0000094862,Car,63,Impairment Not Known,60+,2,3
CR-0000094867,Car,0,Impairment Not Known,<18,2,3
CR-0000094864,Car,59,Not Applicable,46-60,0,3
CR-0000094874,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094874,Car,49,Not Applicable,46-60,0,3
CR-0000094863,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094872,Car,0,Impairment Not Known,<18,2,3
CR-0000094873,Car,0,Impairment Not Known,<18,2,3
CR-0000094864,Car,52,Not Applicable,46-60,0,3
CR-0000094866,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000094869,Car,38,Impairment Not Known,31-45,2,3
CR-0000094868,Car,44,Impairment Not Known,31-45,2,3
CR-0000094881,Car,40,Not Applicable,31-45,0,3
CR-0000094876,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094876,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000094881,Car,56,Not Applicable,46-60,0,3
CR-0000094875,Car,26,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094878,Car,71,Had Not Been Drinking,60+,1,3
CR-0000094880,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000094877,Car,24,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094880,Car,0,Impairment Not Known,<18,2,3
CR-0000094878,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000094879,Car,0,Impairment Not Known,<18,2,3
CR-0000094879,Car,57,Impairment Not Known,46-60,2,3
CR-0000094882,Car,33,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094875,Car,60,Not Applicable,46-60,0,3
CR-0000094881,Car,59,Had Been Drinking - Under Influence,46-60,7,3
CR-0000094886,Panel Truck,48,Had Been Drinking - Under Influence,46-60,7,9
CR-0000094883,Car,0,Not Applicable,<18,0,3
CR-0000094887,Panel Truck,29,Had Been Drinking - Under Influence,18-30,7,9
CR-0000094883,Car,0,Not Applicable,<18,0,3
CR-0000094885,Car,0,Impairment Not Known,<18,2,3
CR-0000094883,Car,0,Not Applicable,<18,0,3
CR-0000094887,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094888,Panel Truck,0,Had Not Been Drinking,<18,1,9
CR-0000094887,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094888,Car,14,Had Not Been Drinking,<18,1,3
CR-0000094884,Car,0,Impairment Not Known,<18,2,3
CR-0000094883,Car,0,Impairment Not Known,<18,2,3
CR-0000094932,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000094889,Pedestrian,12,Had Not Been Drinking,<18,1,10
CR-0000094935,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000094901,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094893,Motorcycle/Moped,23,Impairment Not Known,18-30,2,8
CR-0000094934,Car,74,Impairment Not Known,60+,2,3
CR-0000094891,Car,18,Had Been Drinking - Not Under Influence,<18,5,3
CR-0000094929,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094912,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000094905,Car,0,Impairment Not Known,<18,2,3
CR-0000094901,Car,0,Not Applicable,<18,0,3
CR-0000094890,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000094939,Car,61,Had Not Been Drinking,60+,1,3
CR-0000094901,Car,78,Had Not Been Drinking,60+,1,3
CR-0000094933,Panel Truck,56,Had Not Been Drinking,46-60,1,9
CR-0000094930,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000094932,Car,56,Had Not Been Drinking,46-60,1,3
CR-0000094901,Car,0,Not Applicable,<18,0,3
CR-0000094930,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000094928,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000094938,Car,53,Impairment Not Known,46-60,2,3
CR-0000094934,Car,69,Impairment Not Known,60+,2,3
CR-0000094937,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000094892,Emergency Vehicle,24,Had Not Been Drinking,18-30,1,6
CR-0000094927,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000094933,Panel Truck,33,Had Not Been Drinking,31-45,1,9
CR-0000094904,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094896,Panel Truck,16,Impairment Not Known,<18,2,9
CR-0000094902,Car,23,Impairment Not Known,18-30,2,3
CR-0000094918,Car,43,Had Not Been Drinking,31-45,1,3
CR-0000094931,Car,60,Not Applicable,46-60,0,3
CR-0000094906,Car,0,Impairment Not Known,<18,2,3
CR-0000094894,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000094920,Car,44,Impairment Not Known,31-45,2,3
CR-0000094923,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000094917,Car,53,Impairment Not Known,46-60,2,3
CR-0000094923,Car,82,Had Not Been Drinking,60+,1,3
CR-0000094906,Car,52,Impairment Not Known,46-60,2,3
CR-0000094896,Car,42,Impairment Not Known,31-45,2,3
CR-0000094936,Car,57,Impairment Not Known,46-60,2,3
CR-0000094925,Car,52,Impairment Not Known,46-60,2,3
CR-0000094914,Car,60,Had Not Been Drinking,46-60,1,3
CR-0000094912,Motorcycle/Moped,58,Had Not Been Drinking,46-60,1,8
CR-0000094905,Car,34,Impairment Not Known,31-45,2,3
CR-0000094894,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000094893,Car,74,Impairment Not Known,60+,2,3
CR-0000094889,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000094903,Scooter Motorized,34,Impairment Not Known,31-45,2,11
CR-0000094909,Car,0,Impairment Not Known,<18,2,3
CR-0000094931,Bicycle,47,Had Not Been Drinking,46-60,1,0
CR-0000094868,Pedestrian,10,Impairment Not Known,<18,2,10
CR-0000094890,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000094916,Bicycle,26,Impairment Not Known,18-30,2,0
CR-0000094891,Pedestrian,13,Had Been Drinking - Not Under Influence,<18,5,10
CR-0000094917,Car,50,Impairment Not Known,46-60,2,3
CR-0000094922,Bicycle,32,Had Not Been Drinking,31-45,1,0
CR-0000094895,Bicycle,67,Impairment Not Known,60+,2,0
CR-0000094915,Car,21,Sleepy/Fatigued,18-30,4,3
CR-0000094908,Car,0,Impairment Not Known,<18,2,3
CR-0000094910,Car,63,Had Not Been Drinking,60+,1,3
CR-0000094907,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000094908,Car,0,Not Applicable,<18,0,3
CR-0000094918,Car,0,Impairment Not Known,<18,2,3
CR-0000094897,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094927,Bicycle,46,Had Not Been Drinking,46-60,1,0
CR-0000094903,Car,59,Impairment Not Known,46-60,2,3
CR-0000094935,Bicycle,13,Had Not Been Drinking,<18,1,0
CR-0000094899,Car,0,Impairment Not Known,<18,2,3
CR-0000094938,Car,32,Impairment Not Known,31-45,2,3
CR-0000094910,Pedestrian,68,Had Not Been Drinking,60+,1,10
CR-0000094902,Car,0,Not Applicable,<18,0,3
CR-0000094929,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094921,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000094926,Car,31,Had Not Been Drinking,31-45,1,3
CR-0000094916,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094913,Car,30,Impairment Not Known,18-30,2,3
CR-0000094928,Car,22,Had Not Been Drinking,18-30,1,3
CR-0000094894,Car,30,Had Not Been Drinking,18-30,1,3
CR-0000094897,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000094926,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000094926,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000094911,Motorcycle/Moped,30,Impairment Not Known,18-30,2,8
CR-0000094940,Car,38,Impairment Not Known,31-45,2,3
CR-0000094940,Semi Truck,23,Impairment Not Known,18-30,2,13
CR-0000094900,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094909,Bus - Other,57,Impairment Not Known,46-60,2,1
CR-0000094939,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094895,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094894,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094940,Car,56,Impairment Not Known,46-60,2,3
CR-0000094914,Panel Truck,43,Had Not Been Drinking,31-45,1,9
CR-0000094913,Car,24,Had Been Drinking - Impairment Unknown,18-30,6,3
CR-0000094924,Bicycle,19,Not Applicable,18-30,0,0
CR-0000094907,Car,0,Impairment Not Known,<18,2,3
CR-0000094936,Car,33,Impairment Not Known,31-45,2,3
CR-0000094898,Car,0,Impairment Not Known,<18,2,3
CR-0000094926,Car,34,Had Not Been Drinking,31-45,1,3
CR-0000094920,Car,0,Impairment Not Known,<18,2,3
CR-0000094919,Car,34,Had Been Drinking - Under Influence,31-45,7,3
CR-0000094925,Car,24,Impairment Not Known,18-30,2,3
CR-0000094922,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094937,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094965,Car,60,Had Not Been Drinking,46-60,1,3
CR-0000094956,Car,33,Had Not Been Drinking,31-45,1,3
CR-0000094951,Car,29,Impairment Not Known,18-30,2,3
CR-0000094963,Motorcycle/Moped,61,Had Not Been Drinking,60+,1,8
CR-0000094949,Emergency Vehicle,0,Impairment Not Known,<18,2,6
CR-0000094961,Car,55,Impairment Not Known,46-60,2,3
CR-0000094965,Bicycle,37,Had Not Been Drinking,31-45,1,0
CR-0000094961,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000094948,Emergency Vehicle,24,Had Not Been Drinking,18-30,1,6
CR-0000094960,Car,0,Had Been Drinking - Not Under Influence,<18,5,3
CR-0000094946,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000094955,Pedestrian,14,Impairment Not Known,<18,2,10
CR-0000094955,Car,68,Impairment Not Known,60+,2,3
CR-0000094943,Car,38,Impairment Not Known,31-45,2,3
CR-0000094953,Pedestrian,31,Had Not Been Drinking,31-45,1,10
CR-0000094958,Car,77,Had Not Been Drinking,60+,1,3
CR-0000094963,Car,65,Had Not Been Drinking,60+,1,3
CR-0000094944,Panel Truck,28,Had Not Been Drinking,18-30,1,9
CR-0000094942,Car,33,Impairment Not Known,31-45,2,3
CR-0000094957,Car,45,Impairment Not Known,31-45,2,3
CR-0000094944,Car,48,Had Not Been Drinking,46-60,1,3
CR-0000094954,Car,37,Had Not Been Drinking,31-45,1,3
CR-0000094953,Panel Truck,65,Had Not Been Drinking,60+,1,9
CR-0000094956,Car,79,Had Not Been Drinking,60+,1,3
CR-0000094941,Car,34,Impairment Not Known,31-45,2,3
CR-0000094948,Car,17,Had Been Drinking - Under Influence,<18,7,3
CR-0000094943,Car,0,Not Applicable,<18,0,3
CR-0000094962,Car,58,Had Not Been Drinking,46-60,1,3
CR-0000094958,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000094947,Pedestrian,87,Had Not Been Drinking,60+,1,10
CR-0000094960,Car,0,Had Been Drinking - Impairment Unknown,<18,6,3
CR-0000094950,Car,0,Impairment Not Known,<18,2,3
CR-0000094945,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094950,Car,0,Not Applicable,<18,0,3
CR-0000094941,Car,17,Impairment Not Known,<18,2,3
CR-0000094945,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094954,Car,46,Had Not Been Drinking,46-60,1,3
CR-0000094959,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000094942,Car,64,Impairment Not Known,60+,2,3
CR-0000094950,Car,0,Not Applicable,<18,0,3
CR-0000094946,Pedestrian,56,Had Not Been Drinking,46-60,1,10
CR-0000094959,Car,18,Had Not Been Drinking,<18,1,3
CR-0000094964,Car,0,Impairment Not Known,<18,2,3
CR-0000094962,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000094947,Car,60,Had Not Been Drinking,46-60,1,3
CR-0000094949,Emergency Vehicle,0,Not Applicable,<18,0,6
CR-0000094966,Car,91,Had Not Been Drinking,60+,1,3
CR-0000094970,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094974,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000094968,Car,29,Not Applicable,18-30,0,3
CR-0000094972,Car,56,Had Not Been Drinking,46-60,1,3
CR-0000094976,Car,0,Impairment Not Known,<18,2,3
CR-0000094969,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000094973,Car,28,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094967,Car,53,Had Not Been Drinking,46-60,1,3
CR-0000094971,Car,75,Had Not Been Drinking,60+,1,3
CR-0000094975,Car,0,Impairment Not Known,<18,2,3
CR-0000094967,Car,34,Impairment Not Known,31-45,2,3
CR-0000094970,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000094974,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000094968,Car,91,Impairment Not Known,60+,2,3
CR-0000094971,Bicycle,61,Had Not Been Drinking,60+,1,0
CR-0000094975,Car,49,Impairment Not Known,46-60,2,3
CR-0000094968,Car,34,Not Applicable,31-45,0,3
CR-0000094972,Car,28,Had Not Been Drinking,18-30,1,3
CR-0000094976,Car,0,Impairment Not Known,<18,2,3
CR-0000094966,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000094969,Car,25,Had Not Been Drinking,18-30,1,3
CR-0000094973,Car,0,Not Applicable,<18,0,3
CR-0000094980,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000094982,Car,0,Impairment Not Known,<18,2,3
CR-0000094979,Car,0,Impairment Not Known,<18,2,3
CR-0000094981,Car,42,Had Not Been Drinking,31-45,1,3
CR-0000094980,Car,0,Had Not Been Drinking,<18,1,3
CR-0000094979,Car,0,Had Not Been Drinking,<18,1,3
CR-0000094981,Car,54,Had Not Been Drinking,46-60,1,3
CR-0000094982,Car,33,Impairment Not Known,31-45,2,3
CR-0000094986,Car,23,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094990,Car,45,Had Not Been Drinking,31-45,1,3
CR-0000094994,Car,21,Had Not Been Drinking,18-30,1,3
CR-0000094998,Car,44,Had Not Been Drinking,31-45,1,3
CR-0000095003,Car,0,Not Applicable,<18,0,3
CR-0000095008,Panel Truck,61,Had Not Been Drinking,60+,1,9
CR-0000095012,Car,0,Impairment Not Known,<18,2,3
CR-0000094985,Panel Truck,0,Not Applicable,<18,0,9
CR-0000094990,Car,27,Had Not Been Drinking,18-30,1,3
CR-0000094993,Car,68,Had Not Been Drinking,60+,1,3
CR-0000094998,Car,0,Impairment Not Known,<18,2,3
CR-0000095003,Car,0,Impairment Not Known,<18,2,3
CR-0000095007,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000095011,Car,25,Impairment Not Known,18-30,2,3
CR-0000094984,Car,69,Had Not Been Drinking,60+,1,3
CR-0000094989,Car,26,Impairment Not Known,18-30,2,3
CR-0000094993,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094996,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000095002,Unknown,0,Impairment Not Known,<18,2,18
CR-0000095006,Car,46,Impairment Not Known,46-60,2,3
CR-0000095010,Car,0,Not Applicable,<18,0,3
CR-0000094984,Car,80,Had Not Been Drinking,60+,1,3
CR-0000094988,Car,32,Not Applicable,31-45,0,3
CR-0000094992,Car,49,Had Not Been Drinking,46-60,1,3
CR-0000094996,Car,0,Under Drug Influence,<18,8,3
CR-0000095001,Panel Truck,0,Not Applicable,<18,0,9
CR-0000095006,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000095010,Car,0,Not Applicable,<18,0,3
CR-0000094985,Bus - Other,0,Had Not Been Drinking,<18,1,1
CR-0000094989,Emergency Vehicle,0,Impairment Not Known,<18,2,6
CR-0000094993,Car,32,Had Not Been Drinking,31-45,1,3
CR-0000094997,Panel Truck,25,Had Been Drinking - Under Influence,18-30,7,9
CR-0000095002,Pedestrian,0,Not Applicable,<18,0,10
CR-0000095007,Panel Truck,0,Impairment Not Known,<18,2,9
CR-0000095011,Panel Truck,33,Impairment Not Known,31-45,2,9
CR-0000094983,Train,0,Impairment Not Known,<18,2,15
CR-0000094988,Unknown,0,Impairment Not Known,<18,2,18
CR-0000094992,Car,41,Had Not Been Drinking,31-45,1,3
CR-0000094995,Car,42,Had Been Drinking - Not Under Influence,31-45,5,3
CR-0000095001,Car,27,Had Been Drinking - Under Influence,18-30,7,3
CR-0000095005,Emergency Vehicle,29,Impairment Not Known,18-30,2,6
CR-0000095010,Car,20,Impairment Not Known,18-30,2,3
CR-0000094983,Car,29,Impairment Not Known,18-30,2,3
CR-0000094987,Car,43,Impairment Not Known,31-45,2,3
CR-0000094991,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000094995,Car,0,Impairment Not Known,<18,2,3
CR-0000095000,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000095004,Car,43,Not Applicable,31-45,0,3
CR-0000095009,Car,26,Had Been Drinking - Under Influence,18-30,7,3
CR-0000094987,Car,0,Impairment Not Known,<18,2,3
CR-0000094991,Car,0,Impairment Not Known,<18,2,3
CR-0000094994,Car,74,Had Not Been Drinking,60+,1,3
CR-0000094999,Car,46,Had Been Drinking - Under Influence,46-60,7,3
CR-0000095004,Panel Truck,22,Had Been Drinking - Under Influence,18-30,7,9
CR-0000095008,Car,20,Had Been Drinking - Under Influence,18-30,7,3
CR-0000095012,Bicycle,25,Had Not Been Drinking,18-30,1,0
CR-0000095016,Car,0,Not Applicable,<18,0,3
CR-0000095021,Panel Truck,19,Impairment Not Known,18-30,2,9
CR-0000095024,Panel Truck,0,Not Applicable,<18,0,9
CR-0000095028,Car,0,Impairment Not Known,<18,2,3
CR-0000095033,Pedestrian,61,Not Applicable,60+,0,10
CR-0000095038,Car,57,Had Not Been Drinking,46-60,1,3
CR-0000095046,Car,0,Impairment Not Known,<18,2,3
CR-0000095049,Car,0,Not Applicable,<18,0,3
CR-0000095016,Car,48,Impairment Not Known,46-60,2,3
CR-0000095020,Car,0,Impairment Not Known,<18,2,3
CR-0000095023,Car,46,Not Applicable,46-60,0,3
CR-0000095027,Car,0,Impairment Not Known,<18,2,3
CR-0000095032,Panel Truck,40,Impairment Not Known,31-45,2,9
CR-0000095036,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000095041,Car,77,Had Not Been Drinking,60+,1,3
CR-0000095045,Car,29,Had Been Drinking - Under Influence,18-30,7,3
CR-0000095049,Car,0,Impairment Not Known,<18,2,3
CR-0000095016,Car,0,Not Applicable,<18,0,3
CR-0000095021,Car,0,Had Not Been Drinking,<18,1,3
CR-0000095025,Car,50,Had Not Been Drinking,46-60,1,3
CR-0000095028,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000095034,Car,0,Impairment Not Known,<18,2,3
CR-0000095038,Car,68,Had Not Been Drinking,60+,1,3
CR-0000095046,Car,43,Impairment Not Known,31-45,2,3
CR-0000095050,Car,46,Had Been Drinking - Under Influence,46-60,7,3
CR-0000095015,Car,19,Impairment Not Known,18-30,2,3
CR-0000095020,Car,27,Impairment Not Known,18-30,2,3
CR-0000095023,Panel Truck,64,Had Been Drinking - Under Influence,60+,7,9
CR-0000095026,Car,0,Impairment Not Known,<18,2,3
CR-0000095032,Pedestrian,37,Had Not Been Drinking,31-45,1,10
CR-0000095036,Car,0,Impairment Not Known,<18,2,3
CR-0000095037,Emergency Vehicle,31,Had Not Been Drinking,31-45,1,6
CR-0000095044,Car,47,Had Not Been Drinking,46-60,1,3
CR-0000095048,Car,0,Not Applicable,<18,0,3
CR-0000095051,Unknown,0,Not Applicable,<18,0,18
CR-0000095017,Car,0,Impairment Not Known,<18,2,3
CR-0000095021,Car,46,Had Not Been Drinking,46-60,1,3
CR-0000095025,Car With Trailer,0,Impairment Not Known,<18,2,4
CR-0000095030,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000095034,Panel Truck,48,Impairment Not Known,46-60,2,9
CR-0000095039,Car,41,Had Been Drinking - Under Influence,31-45,7,3
CR-0000095043,Car,0,Impairment Not Known,<18,2,3
CR-0000095047,Car,52,Had Not Been Drinking,46-60,1,3
CR-0000095050,Car,51,Had Not Been Drinking,46-60,1,3
CR-0000095016,Car,60,Impairment Not Known,46-60,2,3
CR-0000095020,Car,0,Not Applicable,<18,0,3
CR-0000095024,Car,0,Impairment Not Known,<18,2,3
CR-0000095027,Bicycle,26,Had Not Been Drinking,18-30,1,0
CR-0000095033,Car,0,Impairment Not Known,<18,2,3
CR-0000095037,Car,29,Had Not Been Drinking,18-30,1,3
CR-0000095041,Car,36,Had Not Been Drinking,31-45,1,3
CR-0000095045,Car,37,Not Applicable,31-45,0,3
CR-0000095049,Car,0,Not Applicable,<18,0,3
CR-0000095013,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000095017,Car,54,Impairment Not Known,46-60,2,3
CR-0000095022,Car,36,Had Not Been Drinking,31-45,1,3
CR-0000095026,Car,27,Impairment Not Known,18-30,2,3
CR-0000095031,Car,40,Had Not Been Drinking,31-45,1,3
CR-0000095035,Car,0,Impairment Not Known,<18,2,3
CR-0000095040,Car,55,Had Not Been Drinking,46-60,1,3
CR-0000095043,Car,45,Impairment Not Known,31-45,2,3
CR-0000095047,Emergency Vehicle,25,Had Not Been Drinking,18-30,1,6
CR-0000095051,Car,23,Had Been Drinking - Under Influence,18-30,7,3
CR-0000095014,Car,0,Had Not Been Drinking,<18,1,3
CR-0000095018,Car,18,Impairment Not Known,<18,2,3
CR-0000095022,Car,59,Had Not Been Drinking,46-60,1,3
CR-0000095026,Car,0,Not Applicable,<18,0,3
CR-0000095031,Car,15,Impairment Not Known,<18,2,3
CR-0000095035,Pedestrian,23,Had Not Been Drinking,18-30,1,10
CR-0000095040,Emergency Vehicle,28,Had Not Been Drinking,18-30,1,6
CR-0000095044,Panel Truck,28,Had Not Been Drinking,18-30,1,9
CR-0000095048,Car,20,Had Been Drinking - Under Influence,18-30,7,3
CR-0000095051,Unknown,0,Not Applicable,<18,0,18
CR-0000095052,Panel Truck,33,Impairment Not Known,31-45,2,9
CR-0000095090,Car,19,Had Not Been Drinking,18-30,1,3
CR-0000095090,Motorcycle/Moped,27,Had Been Drinking - Not Under Influence,18-30,5,8
CR-0000095091,Car,30,Impairment Not Known,18-30,2,3
CR-0000095089,Scooter Motorized,18,Impairment Not Known,<18,2,11
CR-0000095089,Bus - School,36,Had Not Been Drinking,31-45,1,2
CR-0000095102,Car,18,Impairment Not Known,<18,2,3
CR-0000095103,Pedestrian,72,Impairment Not Known,60+,2,10
CR-0000095101,Car,46,Impairment Not Known,46-60,2,3
CR-0000095102,Car,26,Impairment Not Known,18-30,2,3
CR-0000095103,Car,61,Had Not Been Drinking,60+,1,3
CR-0000095104,Pedestrian,53,Impairment Not Known,46-60,2,10
CR-0000095104,Car,59,Impairment Not Known,46-60,2,3
CR-0000095107,Panel Truck,67,Had Not Been Drinking,60+,1,9
CR-0000095111,Car,23,Had Not Been Drinking,18-30,1,3
CR-0000095115,Car,30,Impairment Not Known,18-30,2,3
CR-0000095107,Car,75,Had Not Been Drinking,60+,1,3
CR-0000095110,Car,31,Impairment Not Known,31-45,2,3
CR-0000095114,Car,26,Had Not Been Drinking,18-30,1,3
CR-0000095108,Motorcycle/Moped,20,Had Not Been Drinking,18-30,1,8
CR-0000095111,Bicycle,8,Had Not Been Drinking,<18,1,0
CR-0000095115,Car,37,Impairment Not Known,31-45,2,3
CR-0000095105,Car,0,Impairment Not Known,<18,2,3
CR-0000095109,Car,58,Impairment Not Known,46-60,2,3
CR-0000095113,Car,20,Had Not Been Drinking,18-30,1,3
CR-0000095108,Bus - Other,55,Had Not Been Drinking,46-60,1,1
CR-0000095112,Panel Truck,45,Had Not Been Drinking,31-45,1,9
CR-0000095116,Motorcycle/Moped,34,Had Not Been Drinking,31-45,1,8
CR-0000095105,Car,39,Had Not Been Drinking,31-45,1,3
CR-0000095109,Bicycle,16,Impairment Not Known,<18,2,0
CR-0000095113,Panel Truck,26,Had Not Been Drinking,18-30,1,9
CR-0000095106,Car,0,Impairment Not Known,<18,2,3
CR-0000095110,Pedestrian,58,Had Been Drinking - Under Influence,46-60,7,10
CR-0000095114,Car,72,Had Not Been Drinking,60+,1,3
CR-0000095108,Car,0,Not Applicable,<18,0,3
CR-0000095112,Bicycle,28,Had Not Been Drinking,18-30,1,0
CR-0000095122,Car,61,Had Been Drinking - Not Under Influence,60+,5,3
CR-0000095127,Unknown,0,Impairment Not Known,<18,2,18
CR-0000095120,Car,77,Had Not Been Drinking,60+,1,3
CR-0000095124,Emergency Vehicle,0,Not Applicable,<18,0,6
CR-0000095127,Bicycle,0,Impairment Not Known,<18,2,0
